1,1,,Sassuolo,Cagliari,"2014-08-31 13:00:00"
1,1,,AS Roma,Fiorentina,"2014-08-31 13:00:00"
1,1,,Torino,Inter Milan,"2014-08-31 13:00:00"
1,1,,Udinese,Empoli,"2014-08-31 13:00:00"
1,1,,Chievo Vérone,Juventus Turin,"2014-08-31 13:00:00"
1,1,,AC Milan,Lazio Rome,"2014-08-31 13:00:00"
1,1,,Cesena,Parme,"2014-08-31 13:00:00"
1,1,,Palerme,Sampdoria Gênes,"2014-08-31 13:00:00"
1,1,,Genoa,Naples,"2014-08-31 13:00:00"
1,1,,Atalanta Bergame,Hellas Vérone,"2014-08-31 13:00:00"
2,2,,Juventus Turin,Udinese,"2014-09-14 13:00:00"
2,2,,Empoli,AS Roma,"2014-09-14 13:00:00"
2,2,,Parme,AC Milan,"2014-09-14 13:00:00"
2,2,,Cagliari,Atalanta Bergame,"2014-09-14 13:00:00"
2,2,,Sampdoria Gênes,Torino,"2014-09-14 13:00:00"
2,2,,Fiorentina,Genoa,"2014-09-14 13:00:00"
2,2,,Lazio Rome,Cesena,"2014-09-14 13:00:00"
2,2,,Hellas Vérone,Palerme,"2014-09-14 13:00:00"
2,2,,Naples,Chievo Vérone,"2014-09-14 13:00:00"
2,2,,Inter Milan,Sassuolo,"2014-09-14 13:00:00"
3,3,,AS Roma,Cagliari,"2014-09-21 13:00:00"
3,3,,Atalanta Bergame,Fiorentina,"2014-09-21 13:00:00"
3,3,,Palerme,Inter Milan,"2014-09-21 13:00:00"
3,3,,Cesena,Empoli,"2014-09-21 13:00:00"
3,3,,AC Milan,Juventus Turin,"2014-09-21 13:00:00"
3,3,,Genoa,Lazio Rome,"2014-09-21 13:00:00"
3,3,,Chievo Vérone,Parme,"2014-09-21 13:00:00"
3,3,,Sassuolo,Sampdoria Gênes,"2014-09-21 13:00:00"
3,3,,Udinese,Naples,"2014-09-21 13:00:00"
3,3,,Torino,Hellas Vérone,"2014-09-21 13:00:00"
4,4,,Lazio Rome,Udinese,"2014-09-24 13:00:00"
4,4,,Parme,AS Roma,"2014-09-24 13:00:00"
4,4,,Empoli,AC Milan,"2014-09-24 13:00:00"
4,4,,Inter Milan,Atalanta Bergame,"2014-09-24 13:00:00"
4,4,,Cagliari,Torino,"2014-09-24 13:00:00"
4,4,,Hellas Vérone,Genoa,"2014-09-24 13:00:00"
4,4,,Juventus Turin,Cesena,"2014-09-24 13:00:00"
4,4,,Naples,Palerme,"2014-09-24 13:00:00"
